Booking_Status,Vehicle_Type,Booking_Value,day_of_week,hour
Success,Bike,369,Friday,20
Success,Prime SUV,213,Tuesday,18
Driver Not Found,Auto,722,Saturday,18
Success,Prime Sedan,366,Wednesday,10
Success,Prime Plus,143,Sunday,16
Driver Not Found,eBike,109,Sunday,20
Canceled by Customer,eBike,287,Tuesday,12
Success,Auto,366,Wednesday,10
Canceled by Driver,Prime Plus,293,Thursday,23
Canceled by Driver,Bike,793,Monday,1
Success,Prime Plus,139,Thursday,20
Success,Bike,280,Tuesday,17
Success,Prime Sedan,320,Wednesday,14
Success,eBike,2230,Tuesday,20
Success,Bike,1298,Wednesday,21
Success,Prime Plus,151,Sunday,12
Success,Mini,134,Tuesday,8
Driver Not Found,Bike,312,Thursday,9
Success,Prime SUV,387,Wednesday,23
Canceled by Driver,Prime Sedan,179,Thursday,20
Success,Mini,291,Friday,21
Success,Prime SUV,482,Monday,6
Success,Prime Plus,960,Sunday,19
Success,Prime Plus,566,Friday,5
Canceled by Driver,Prime Plus,357,Monday,5
Canceled by Driver,Prime Plus,773,Monday,5
Success,Bike,159,Monday,12
Canceled by Customer,Bike,192,Tuesday,22
Success,Mini,761,Thursday,15
Driver Not Found,Mini,523,Thursday,15
Canceled by Driver,Bike,321,Wednesday,14
Success,Mini,222,Monday,9
Success,Bike,1582,Tuesday,21
Success,eBike,182,Thursday,19
Driver Not Found,eBike,300,Sunday,8
Driver Not Found,Bike,741,Wednesday,2
Canceled by Driver,Prime SUV,527,Monday,12
Success,eBike,1732,Tuesday,18
Driver Not Found,Prime SUV,436,Wednesday,10
Success,Auto,220,Tuesday,13
Success,Prime Plus,294,Wednesday,10
Success,Auto,141,Wednesday,6
Success,Prime Plus,661,Monday,0
Success,Mini,187,Monday,14
Canceled by Customer,Prime Sedan,223,Monday,2
Success,Prime Plus,1058,Wednesday,20
Success,Prime Plus,712,Saturday,19
Success,Auto,2851,Wednesday,17
Success,Prime Plus,994,Wednesday,1
Driver Not Found,Prime Sedan,290,Wednesday,5
Success,Prime Plus,644,Friday,3
Success,Prime Plus,164,Friday,19
Success,Auto,227,Thursday,18
Canceled by Customer,Prime SUV,500,Thursday,2
Driver Not Found,Mini,120,Thursday,1
Success,Prime Sedan,452,Tuesday,8
Success,eBike,373,Sunday,3
Success,Mini,957,Thursday,23
Success,Bike,800,Friday,4
Success,Prime Plus,1679,Saturday,6
Success,Auto,794,Saturday,2
Success,Prime SUV,265,Thursday,18
Success,Bike,2263,Saturday,0
Success,Prime Sedan,244,Saturday,14
Success,Prime Plus,953,Wednesday,3
Success,Auto,334,Sunday,17
Success,Prime Plus,906,Wednesday,23
Success,Auto,579,Wednesday,8
Success,Mini,459,Saturday,5
Canceled by Customer,Prime SUV,318,Friday,5
Success,eBike,173,Friday,21
Success,Prime SUV,486,Wednesday,19
Success,eBike,457,Saturday,8
Success,Bike,169,Wednesday,11
Canceled by Driver,Prime Plus,489,Monday,1
Success,Prime SUV,950,Saturday,2
Success,Mini,252,Sunday,19
Success,Prime SUV,218,Wednesday,8
Success,Prime SUV,440,Monday,12
Success,Mini,903,Thursday,19
Success,Prime Plus,446,Friday,9
Canceled by Driver,Prime SUV,1145,Friday,22
Success,eBike,225,Thursday,20
Canceled by Customer,eBike,356,Tuesday,7
Success,Bike,823,Tuesday,0
Success,Auto,307,Tuesday,9
Success,Auto,114,Wednesday,3
Success,Bike,385,Wednesday,1
Success,Auto,1040,Thursday,9
Canceled by Driver,Prime SUV,396,Wednesday,17
Success,Prime Plus,132,Saturday,9
Canceled by Driver,eBike,182,Sunday,0
Driver Not Found,eBike,368,Wednesday,16
Success,eBike,261,Wednesday,14
Success,Auto,331,Tuesday,7
Success,Prime SUV,341,Wednesday,1
Success,Prime Plus,384,Monday,9
Success,Prime SUV,568,Saturday,9
Driver Not Found,Bike,850,Monday,11
Success,Bike,805,Monday,15
Success,Mini,484,Monday,0
Success,Prime SUV,144,Wednesday,23
Success,Bike,444,Friday,21
Success,Prime SUV,102,Friday,5
Success,Prime Plus,992,Saturday,6
Canceled by Customer,Bike,491,Monday,13
Canceled by Driver,eBike,256,Monday,21
Driver Not Found,Prime Sedan,333,Wednesday,14
Success,Prime Plus,363,Saturday,17
Driver Not Found,Auto,113,Tuesday,22
Canceled by Driver,Prime SUV,173,Thursday,7
Canceled by Customer,Prime Sedan,967,Friday,16
Success,Prime SUV,1880,Friday,6
Canceled by Customer,Prime Plus,1378,Tuesday,3
Success,Mini,225,Saturday,17
Success,Prime Plus,368,Sunday,6
Success,Prime Sedan,297,Sunday,12
Canceled by Customer,Auto,858,Wednesday,5
Success,eBike,434,Wednesday,1
Success,Auto,284,Saturday,7
Success,eBike,155,Thursday,1
Success,Mini,272,Wednesday,12
Canceled by Customer,Prime SUV,636,Monday,12
Canceled by Customer,Bike,336,Monday,6
Success,Auto,304,Saturday,15
Success,Prime SUV,636,Sunday,5
Canceled by Customer,Prime Plus,469,Wednesday,21
Success,Auto,496,Friday,16
Success,Prime Sedan,1308,Tuesday,21
Success,Prime SUV,436,Monday,14
Success,Prime Plus,113,Wednesday,6
Success,Prime SUV,721,Friday,15
Canceled by Driver,Bike,136,Thursday,16
Success,Prime Plus,124,Saturday,6
Canceled by Driver,eBike,240,Sunday,12
Canceled by Customer,Prime SUV,213,Wednesday,23
Canceled by Driver,Mini,242,Wednesday,17
Success,Prime Plus,387,Wednesday,19
Success,Prime Sedan,245,Wednesday,23
Success,Auto,342,Thursday,6
Success,Auto,279,Sunday,23
Success,Mini,312,Tuesday,15
Success,Prime SUV,339,Wednesday,23
Canceled by Driver,Bike,198,Monday,21
Driver Not Found,Prime Plus,444,Wednesday,4
Success,eBike,822,Friday,8
Canceled by Driver,Bike,155,Monday,4
Success,Prime Plus,447,Tuesday,14
Success,eBike,805,Thursday,12
Canceled by Customer,Prime SUV,464,Wednesday,15
Success,Prime Plus,851,Tuesday,16
Canceled by Driver,Prime Plus,737,Sunday,16
Success,Prime SUV,227,Monday,10
Canceled by Driver,Bike,446,Thursday,1
Success,Bike,707,Saturday,20
Success,Prime SUV,294,Monday,2
Success,Auto,984,Friday,22
Canceled by Customer,Auto,409,Tuesday,16
Canceled by Customer,Prime Sedan,814,Friday,4
Success,Prime SUV,519,Sunday,18
Success,Auto,2977,Sunday,21
Success,Mini,2030,Friday,12
Success,Prime SUV,145,Thursday,19
Canceled by Customer,eBike,474,Tuesday,2
Success,Prime SUV,1344,Saturday,16
Canceled by Driver,Bike,215,Wednesday,15
Canceled by Driver,Bike,453,Saturday,9
Success,Prime Plus,2346,Saturday,18
Canceled by Customer,Auto,244,Saturday,21
Canceled by Driver,Auto,437,Tuesday,23
Canceled by Driver,Prime Plus,108,Saturday,4
Success,Prime SUV,111,Wednesday,9
Canceled by Driver,Prime Plus,226,Saturday,17
Canceled by Driver,Prime Sedan,323,Friday,21
Success,Prime Sedan,885,Wednesday,11
Canceled by Customer,Prime Plus,1733,Friday,6
Success,Bike,506,Wednesday,12
Canceled by Driver,Auto,473,Wednesday,23
Success,Bike,372,Friday,8
Success,Prime SUV,124,Monday,3
Success,Auto,113,Sunday,5
Success,Mini,947,Sunday,3
Success,Mini,294,Thursday,13
Canceled by Customer,Auto,164,Friday,17
Success,eBike,309,Thursday,16
Success,Prime Sedan,492,Sunday,6
Canceled by Driver,eBike,302,Wednesday,14
Canceled by Customer,Prime Plus,568,Friday,6
Success,eBike,209,Friday,14
Success,Prime SUV,118,Friday,20
Success,eBike,247,Sunday,5
Success,Auto,177,Saturday,17
Success,eBike,395,Monday,15
Success,Bike,679,Thursday,8
Canceled by Driver,Prime Plus,861,Tuesday,14
Success,Prime Plus,474,Tuesday,8
Success,Prime SUV,2506,Monday,22
Success,Prime SUV,571,Sunday,13
Success,Prime Plus,179,Friday,16
Success,Auto,840,Wednesday,12
Canceled by Customer,Prime SUV,523,Saturday,16
Success,Auto,370,Saturday,7
Success,Mini,352,Friday,14
Success,Prime Sedan,206,Sunday,11
Success,eBike,370,Friday,16
Canceled by Driver,eBike,404,Tuesday,23
Success,Prime Plus,449,Thursday,9
Success,Prime Sedan,226,Monday,2
Canceled by Driver,Prime SUV,284,Tuesday,16
Success,Prime Plus,831,Saturday,15
Success,Prime Plus,237,Thursday,2
Success,Prime SUV,214,Wednesday,2
Success,Auto,478,Sunday,5
Success,Prime Sedan,385,Sunday,14
Success,Mini,183,Wednesday,9
Canceled by Customer,Auto,2889,Monday,23
Success,Prime Sedan,165,Sunday,19
Success,Auto,786,Thursday,1
Success,Bike,256,Tuesday,10
Canceled by Driver,Prime SUV,357,Wednesday,11
Canceled by Driver,Auto,181,Monday,8
Success,eBike,453,Sunday,0
Driver Not Found,Mini,458,Monday,22
Success,Bike,144,Friday,22
Success,Mini,379,Sunday,6
Success,Auto,384,Friday,18
Success,eBike,319,Wednesday,21
Success,Prime Plus,165,Monday,15
Canceled by Driver,Prime Sedan,1649,Monday,0
Canceled by Driver,Mini,904,Thursday,9
Canceled by Driver,Auto,2019,Friday,15
Success,Prime Plus,125,Monday,0
Success,Prime Sedan,197,Sunday,13
Canceled by Driver,Mini,111,Tuesday,5
Driver Not Found,Prime Plus,569,Tuesday,2
Canceled by Driver,Auto,894,Sunday,21
Canceled by Customer,Mini,138,Wednesday,8
Success,Prime Sedan,342,Tuesday,13
Canceled by Customer,Prime Plus,260,Sunday,11
Success,Bike,231,Sunday,16
Canceled by Driver,Auto,2138,Saturday,17
Success,Auto,110,Saturday,7
Success,Bike,264,Monday,16
Canceled by Driver,Prime Sedan,476,Sunday,14
Canceled by Customer,eBike,367,Saturday,19
Success,eBike,223,Tuesday,5
Canceled by Driver,eBike,464,Thursday,5
Success,Bike,290,Thursday,15
Canceled by Driver,eBike,205,Tuesday,19
Success,Prime Plus,349,Wednesday,13
Success,Prime Plus,369,Friday,15
Success,Bike,154,Sunday,11
Canceled by Driver,Auto,414,Saturday,0
Success,Prime Plus,269,Friday,4
Success,eBike,981,Tuesday,16
Success,Prime SUV,431,Friday,16
Success,eBike,431,Tuesday,4
Success,Prime SUV,970,Tuesday,16
Success,Auto,124,Friday,0
Success,Prime Sedan,458,Friday,4
Success,Prime SUV,179,Friday,19
Canceled by Driver,Mini,792,Monday,14
Canceled by Customer,Mini,164,Saturday,20
Success,Prime Plus,176,Tuesday,5
Success,Mini,709,Tuesday,5
Success,Bike,318,Friday,6
Success,Mini,2263,Friday,5
Driver Not Found,Prime Plus,287,Tuesday,10
Success,Auto,467,Saturday,15
Success,Bike,355,Tuesday,6
Success,Auto,413,Thursday,23
Success,Prime Plus,290,Saturday,6
Success,Bike,388,Monday,10
Success,Prime Sedan,772,Saturday,18
Success,Mini,166,Monday,4
Canceled by Driver,eBike,162,Thursday,16
Success,Mini,266,Monday,18
Success,Mini,304,Thursday,0
Canceled by Driver,Mini,628,Monday,10
Success,Prime Plus,916,Friday,17
Success,Mini,367,Tuesday,3
Success,Auto,2630,Monday,20
Success,Mini,969,Friday,23
Success,Mini,187,Wednesday,12
Canceled by Driver,Mini,1640,Monday,20
Success,Prime Sedan,996,Sunday,5
Success,Bike,345,Wednesday,0
Canceled by Driver,Prime SUV,208,Thursday,7
Canceled by Driver,eBike,737,Sunday,4
Success,eBike,824,Wednesday,2
Canceled by Driver,eBike,2298,Thursday,4
Success,Auto,848,Sunday,16
Canceled by Driver,Prime Plus,382,Tuesday,15
Success,Bike,291,Saturday,19
Success,Prime SUV,311,Tuesday,11
Success,Bike,736,Tuesday,21
Success,Prime SUV,280,Thursday,8
Success,eBike,296,Saturday,1
Canceled by Customer,Prime Plus,418,Sunday,17
Success,Prime Plus,539,Friday,4
Success,Bike,578,Thursday,13
Success,Prime SUV,846,Saturday,14
Success,Prime SUV,542,Sunday,12
Success,Auto,205,Wednesday,18
Canceled by Driver,Bike,156,Thursday,4
Canceled by Driver,Prime Plus,594,Thursday,16
Canceled by Customer,Auto,198,Wednesday,23
Success,Auto,131,Thursday,2
Success,eBike,504,Thursday,4
Success,Prime SUV,485,Sunday,22
Canceled by Driver,Prime Plus,278,Thursday,23
Canceled by Driver,Mini,615,Monday,5
Success,Auto,255,Thursday,0
Success,Bike,865,Tuesday,22
Success,Auto,316,Friday,18
Canceled by Customer,Prime Plus,390,Sunday,17
Success,Prime SUV,1843,Thursday,2
Success,eBike,167,Monday,1
Driver Not Found,Prime Sedan,165,Thursday,3
Canceled by Driver,Prime Sedan,713,Wednesday,22
Success,eBike,396,Tuesday,2
Success,Prime Sedan,260,Friday,21
Success,Prime Plus,451,Saturday,22
Canceled by Driver,Bike,2240,Sunday,1
Success,Prime SUV,321,Tuesday,19
Success,Mini,256,Wednesday,19
Success,Mini,201,Thursday,8
Driver Not Found,Prime SUV,431,Tuesday,11
Driver Not Found,Bike,143,Friday,8
Canceled by Customer,Prime Plus,136,Wednesday,10
Canceled by Customer,eBike,353,Saturday,4
Success,eBike,2849,Sunday,1
Driver Not Found,Prime Sedan,1706,Sunday,1
Success,Prime Plus,331,Wednesday,9
Canceled by Customer,Prime SUV,459,Sunday,0
Success,Prime Plus,121,Sunday,19
Success,Bike,144,Thursday,1
Success,Auto,947,Thursday,16
Success,Mini,2595,Tuesday,19
Success,Prime SUV,366,Thursday,7
Success,Prime SUV,606,Friday,10
Success,Prime Plus,452,Friday,8
Success,Prime SUV,179,Sunday,6
Success,Prime SUV,365,Monday,22
Success,Prime Plus,311,Sunday,19
Canceled by Driver,eBike,285,Tuesday,21
Canceled by Customer,Prime Plus,491,Tuesday,22
Driver Not Found,eBike,1156,Monday,17
Success,Prime Sedan,491,Friday,6
Success,Prime Sedan,362,Monday,9
Success,Prime SUV,343,Friday,3
Canceled by Driver,eBike,786,Saturday,20
Success,Prime Sedan,433,Monday,16
Success,Prime Sedan,300,Thursday,18
Success,Auto,322,Wednesday,0
Success,Auto,474,Saturday,23
Canceled by Driver,Bike,155,Monday,20
Canceled by Customer,Mini,179,Saturday,0
Driver Not Found,Prime Plus,165,Tuesday,21
Success,Prime Sedan,425,Thursday,18
Success,Prime Plus,240,Thursday,0
Canceled by Driver,eBike,534,Tuesday,12
Success,Mini,334,Tuesday,8
Driver Not Found,Mini,1770,Thursday,22
Success,eBike,230,Tuesday,7
Success,Bike,614,Wednesday,7
Success,Prime Plus,231,Monday,6
Success,Prime SUV,244,Tuesday,3
Success,Bike,276,Thursday,10
Success,eBike,953,Tuesday,7
Success,Auto,242,Thursday,1
Success,Bike,131,Tuesday,18
Success,Prime SUV,330,Thursday,16
Canceled by Driver,Prime Sedan,176,Sunday,9
Success,eBike,111,Tuesday,0
Success,Bike,368,Thursday,6
Canceled by Driver,Prime Plus,118,Monday,11
Canceled by Driver,Bike,431,Monday,4
Success,Prime Plus,225,Sunday,7
Success,Prime SUV,973,Friday,4
Canceled by Customer,Prime Plus,229,Sunday,1
Success,Bike,565,Wednesday,1
Success,Prime Plus,207,Sunday,5
Success,eBike,130,Saturday,16
Canceled by Driver,Prime Plus,627,Monday,7
Canceled by Driver,eBike,206,Wednesday,22
Success,eBike,339,Thursday,10
Success,Auto,109,Wednesday,20
Success,Prime Plus,442,Wednesday,10
Driver Not Found,eBike,455,Wednesday,8
Success,eBike,381,Friday,20
Canceled by Customer,Mini,380,Friday,1
Driver Not Found,Prime SUV,520,Sunday,23
Success,Prime SUV,159,Tuesday,0
Canceled by Driver,Auto,939,Sunday,4
Success,Auto,231,Friday,18
Driver Not Found,Mini,259,Friday,11
Success,Auto,252,Tuesday,19
Success,eBike,411,Sunday,13
Canceled by Driver,Auto,113,Thursday,20
Canceled by Driver,Prime SUV,1587,Wednesday,10
Success,eBike,484,Friday,0
Canceled by Driver,Bike,724,Tuesday,20
Canceled by Customer,eBike,936,Saturday,9
Success,Auto,163,Thursday,6
Canceled by Customer,eBike,131,Thursday,23
Canceled by Driver,Prime Sedan,197,Tuesday,15
Success,Mini,335,Tuesday,15
Canceled by Driver,Prime SUV,114,Monday,4
Driver Not Found,Prime SUV,612,Tuesday,18
Success,Mini,459,Wednesday,19
Canceled by Customer,Bike,2951,Thursday,23
Success,Auto,154,Saturday,12
Success,Prime SUV,950,Sunday,18
Driver Not Found,Auto,484,Monday,20
Success,Prime Sedan,230,Saturday,23
Canceled by Customer,Prime SUV,655,Monday,6
Success,Prime SUV,368,Monday,22
Success,Prime Sedan,194,Saturday,5
Success,Bike,133,Wednesday,18
Driver Not Found,Bike,714,Monday,12
Success,Prime Sedan,442,Wednesday,6
Success,Prime Plus,271,Friday,13
Success,Auto,246,Monday,15
Success,Prime Plus,406,Monday,6
Success,Prime Sedan,392,Wednesday,14
Success,Bike,353,Thursday,23
Success,Prime Sedan,259,Wednesday,11
Success,eBike,713,Tuesday,20
Success,Auto,2442,Friday,13
Canceled by Customer,Prime SUV,432,Monday,0
Success,Prime Plus,847,Thursday,16
Success,Mini,205,Saturday,5
Success,Auto,232,Sunday,4
Success,Auto,185,Thursday,17
Canceled by Driver,Bike,184,Tuesday,20
Success,Auto,337,Tuesday,15
Success,eBike,522,Monday,13
Success,Prime SUV,373,Saturday,10
Canceled by Driver,Bike,437,Monday,18
Success,eBike,426,Monday,14
Success,Prime Sedan,223,Tuesday,18
Canceled by Customer,Bike,283,Thursday,12
Canceled by Customer,Mini,217,Tuesday,18
Success,eBike,461,Friday,23
Canceled by Driver,eBike,120,Monday,0
Canceled by Driver,Prime SUV,430,Tuesday,4
Driver Not Found,eBike,231,Friday,4
Success,Prime Sedan,163,Monday,12
Canceled by Customer,Bike,1412,Monday,15
Canceled by Driver,eBike,246,Tuesday,12
Success,Prime SUV,469,Thursday,18
Driver Not Found,Prime Sedan,397,Monday,1
Success,eBike,614,Tuesday,2
Canceled by Driver,eBike,389,Tuesday,2
Success,Bike,253,Thursday,0
Success,Bike,424,Tuesday,1
Driver Not Found,Mini,372,Tuesday,2
Success,Prime Sedan,158,Saturday,19
Success,Prime Sedan,207,Saturday,23
Success,Prime SUV,270,Friday,2
Canceled by Driver,Auto,550,Monday,5
Success,Bike,947,Saturday,22
Success,Prime Sedan,446,Thursday,7
Driver Not Found,eBike,237,Thursday,11
Success,Prime Plus,159,Saturday,23
Canceled by Driver,Mini,150,Friday,4
Driver Not Found,eBike,832,Sunday,6
Success,Prime Plus,772,Thursday,0
Success,eBike,281,Sunday,23
Canceled by Customer,Bike,448,Tuesday,20
Success,Prime SUV,595,Tuesday,7
Canceled by Driver,Auto,478,Tuesday,20
Success,Mini,989,Wednesday,11
Canceled by Driver,Auto,464,Monday,22
Canceled by Customer,eBike,442,Tuesday,5
Success,Bike,236,Thursday,17
Success,Mini,415,Friday,2
Driver Not Found,Prime Sedan,247,Monday,1
Success,eBike,254,Friday,10
Success,eBike,179,Wednesday,11
Success,Prime SUV,284,Tuesday,11
Success,eBike,480,Friday,6
Success,Bike,415,Friday,0
Success,Auto,414,Tuesday,5
Canceled by Driver,eBike,207,Wednesday,0
Success,Bike,556,Friday,9
Success,Auto,773,Monday,5
Canceled by Customer,Prime Sedan,199,Monday,6
Success,Mini,642,Thursday,9
Success,Prime Sedan,926,Friday,15
Canceled by Driver,Bike,267,Friday,14
Success,Prime Sedan,2385,Monday,15
Success,eBike,105,Wednesday,21
Canceled by Driver,Bike,352,Friday,21
Success,Mini,481,Monday,6
Success,Bike,339,Tuesday,2
Success,Auto,879,Wednesday,12
Success,Prime Plus,622,Thursday,21
Success,Prime Plus,219,Tuesday,13
Success,Mini,493,Saturday,21
Success,Mini,615,Monday,9
Success,Prime Sedan,341,Saturday,7
Canceled by Customer,Prime SUV,145,Wednesday,23
Canceled by Customer,Prime Plus,389,Wednesday,7
Success,Mini,348,Friday,15
Success,Auto,659,Saturday,8
Success,Auto,181,Saturday,8
Driver Not Found,Prime Plus,125,Friday,7
Success,Mini,118,Wednesday,3
Success,Prime Plus,2820,Wednesday,16
Canceled by Driver,eBike,689,Wednesday,13
Driver Not Found,Bike,914,Sunday,22
Success,Auto,439,Monday,4
Success,Mini,247,Saturday,3
Success,Prime Sedan,2047,Wednesday,16
Canceled by Driver,Mini,145,Thursday,12
Canceled by Driver,Auto,123,Monday,3
Driver Not Found,Prime SUV,195,Tuesday,20
Success,Bike,380,Sunday,15
Success,eBike,501,Friday,18
Canceled by Driver,eBike,123,Friday,6
Driver Not Found,Prime Sedan,110,Wednesday,11
Success,Prime Plus,227,Monday,22
Success,Prime Sedan,352,Saturday,22
Driver Not Found,Bike,942,Monday,21
Driver Not Found,Prime Sedan,305,Thursday,20
Success,Mini,287,Saturday,19
Success,Prime Plus,228,Monday,12
Success,Prime Plus,426,Sunday,13
Canceled by Customer,Mini,396,Wednesday,7
Success,Auto,183,Saturday,19
Success,Prime Sedan,845,Friday,3
Canceled by Customer,Prime SUV,470,Thursday,1
Success,Prime Sedan,496,Tuesday,14
Canceled by Driver,Prime SUV,103,Friday,19
Success,Bike,785,Wednesday,0
Success,Prime SUV,159,Thursday,19
Success,eBike,363,Saturday,19
Success,Auto,461,Wednesday,17
Success,Auto,132,Friday,18
Success,eBike,472,Sunday,9
Canceled by Driver,Auto,130,Saturday,8
Success,eBike,417,Tuesday,14
Canceled by Driver,Auto,411,Thursday,9
Success,Prime Plus,685,Thursday,8
Success,Auto,519,Monday,16
Success,Bike,475,Saturday,11
Success,Mini,304,Thursday,23
Canceled by Driver,eBike,2203,Wednesday,13
Success,Bike,349,Wednesday,14
Success,eBike,296,Wednesday,14
Success,eBike,914,Tuesday,10
Success,Prime SUV,226,Wednesday,16
Success,Bike,1570,Sunday,13
Success,Prime Plus,530,Thursday,8
Success,Mini,382,Sunday,19
Canceled by Customer,Mini,469,Friday,7
Success,Auto,1487,Tuesday,4
Success,Prime Sedan,401,Friday,14
Success,Mini,274,Sunday,6
Driver Not Found,Prime Plus,299,Wednesday,15
Canceled by Customer,Auto,230,Saturday,8
Canceled by Driver,Prime SUV,408,Friday,1
Canceled by Driver,Prime Sedan,423,Tuesday,1
Success,eBike,264,Monday,21
Success,Prime Plus,474,Tuesday,18
Canceled by Customer,Prime Sedan,1472,Sunday,2
Success,Auto,212,Tuesday,21
Driver Not Found,Prime Plus,476,Monday,1
Success,Bike,374,Saturday,5
Success,Auto,440,Saturday,17
Canceled by Customer,eBike,488,Monday,8
Success,eBike,812,Thursday,3
Success,Prime SUV,261,Saturday,10
Driver Not Found,Mini,243,Tuesday,8
Success,Auto,227,Friday,4
Success,Prime Plus,331,Saturday,19
Canceled by Driver,Auto,467,Wednesday,14
Canceled by Driver,Auto,901,Wednesday,1
Driver Not Found,eBike,624,Wednesday,5
Success,Bike,429,Sunday,23
Success,Bike,581,Thursday,16
Success,eBike,784,Sunday,2
Canceled by Driver,Mini,339,Monday,8
Canceled by Driver,Mini,494,Sunday,21
Success,Bike,156,Wednesday,8
Success,Prime Plus,209,Saturday,5
Canceled by Customer,eBike,444,Monday,18
Canceled by Customer,Prime Plus,114,Thursday,12
Canceled by Driver,Mini,428,Wednesday,18
Canceled by Customer,Mini,290,Sunday,15
Success,Prime Plus,201,Saturday,21
