Vehicle Type,Booking Value,Ride Distance,Avg VTAT,Avg CTAT,Driver Ratings,Customer Rating,Payment Method
Auto,67.0,49.85,2.5,37.3,4.1,4.8,UPI
Bike,145.0,20.62,8.0,19.7,4.2,4.9,UPI
Premier Sedan,690.0,35.27,4.5,41.7,3.7,3.1,Cash
Go Sedan,269.0,44.66,5.2,44.8,3.7,4.6,UPI
eBike,569.0,8.42,13.1,43.7,3.2,4.9,Debit Card
Go Sedan,350.0,40.21,13.5,18.0,4.7,4.9,UPI
Go Mini,121.0,3.79,11.1,26.6,4.2,4.6,UPI
Auto,2477.0,31.51,4.9,26.6,3.9,4.2,UPI
Bike,224.0,47.23,7.6,42.1,4.3,4.9,UPI
Go Mini,173.0,14.27,8.8,41.9,4.2,4.2,Cash
Go Mini,943.0,45.15,13.6,41.2,4.4,4.1,Cash
Auto,911.0,42.88,10.2,35.7,4.2,3.4,Debit Card
Bike,113.0,12.71,3.9,23.6,4.9,4.4,Credit Card
Premier Sedan,165.0,5.07,4.6,23.5,4.4,5.0,Cash
Premier Sedan,414.0,32.81,7.2,26.0,3.7,4.1,Uber Wallet
eBike,285.0,24.89,3.2,34.8,4.0,5.0,Cash
Go Mini,376.0,43.73,5.7,25.8,3.0,3.8,UPI
Bike,401.0,9.67,10.5,18.6,4.5,4.6,UPI
Auto,449.0,33.92,3.5,32.5,4.4,4.3,UPI
Premier Sedan,284.0,25.93,6.8,27.1,4.1,4.6,UPI
Premier Sedan,116.0,19.79,7.0,29.6,4.1,4.9,UPI
Bike,248.0,49.85,14.3,29.4,4.4,4.1,Cash
Auto,91.0,3.7,4.3,23.5,4.3,3.0,Cash
Go Sedan,791.0,20.04,2.8,19.9,4.7,4.2,Cash
Auto,76.0,38.1,7.8,35.5,3.9,4.6,Credit Card
Auto,902.0,25.19,11.1,29.9,4.9,4.9,Uber Wallet
eBike,1296.0,38.53,6.3,25.1,4.3,4.8,UPI
Bike,748.0,43.72,6.9,17.1,4.4,4.2,UPI
Go Sedan,755.0,27.2,14.9,37.4,3.2,4.7,Credit Card
Go Sedan,384.0,7.39,13.3,19.3,4.3,4.1,UPI
Go Mini,484.0,8.93,7.9,34.8,4.3,3.5,Credit Card
Go Sedan,359.0,15.12,14.5,21.2,3.7,4.6,Cash
Premier Sedan,530.0,20.13,9.1,33.0,3.1,4.8,UPI
Go Mini,826.0,16.12,12.1,34.8,4.2,4.1,Uber Wallet
Go Mini,931.0,30.48,7.8,38.7,4.3,5.0,Uber Wallet
Auto,337.0,4.04,10.7,22.9,3.8,4.2,Uber Wallet
Bike,428.0,12.2,9.7,30.4,4.4,4.8,Cash
Premier Sedan,490.0,38.42,2.5,23.2,3.9,4.1,Cash
Go Sedan,437.0,12.55,6.7,40.8,3.3,4.9,UPI
Go Mini,312.0,42.27,13.7,19.5,4.5,5.0,UPI
Go Sedan,305.0,21.47,5.8,38.3,4.1,5.0,Debit Card
Bike,443.0,41.78,5.5,42.8,4.6,5.0,Cash
Auto,836.0,48.58,14.5,27.5,3.8,4.3,Credit Card
Premier Sedan,295.0,11.26,5.6,36.1,3.3,4.2,Uber Wallet
Go Mini,312.0,5.62,12.5,36.1,4.4,4.3,Cash
Go Sedan,1440.0,36.97,5.2,23.1,3.7,4.3,Cash
Go Sedan,292.0,43.27,5.9,33.6,3.9,4.6,UPI
Go Sedan,324.0,26.68,7.3,28.0,4.9,4.8,UPI
Auto,211.0,48.53,2.7,36.0,4.9,4.7,UPI
Premier Sedan,679.0,25.38,11.8,15.8,3.9,4.5,UPI
Auto,210.0,40.7,8.0,30.3,4.1,4.3,Uber Wallet
eBike,388.0,13.83,7.4,24.7,4.4,3.7,Cash
Premier Sedan,2845.0,15.16,13.4,15.3,4.6,4.3,Debit Card
Auto,931.0,23.74,2.2,35.4,3.6,4.1,Uber Wallet
Go Mini,198.0,27.08,7.0,17.6,4.1,3.8,Uber Wallet
Premier Sedan,356.0,27.02,11.8,25.7,4.9,4.1,Cash
Bike,796.0,28.89,14.1,27.3,4.3,4.8,UPI
Bike,584.0,28.21,13.0,38.8,4.1,4.1,UPI
Auto,539.0,11.79,7.5,29.9,3.0,4.6,Credit Card
Go Mini,840.0,20.26,13.1,41.7,4.6,4.2,Uber Wallet
Bike,252.0,10.77,10.5,15.1,4.9,4.7,Cash
Premier Sedan,783.0,20.52,11.1,35.6,4.7,4.7,UPI
eBike,736.0,19.07,9.2,26.5,4.2,4.4,UPI
Auto,1537.0,35.2,15.0,37.1,4.5,5.0,Cash
Go Mini,194.0,38.74,7.0,33.2,4.4,4.4,Cash
Bike,962.0,35.11,4.4,18.0,4.3,4.4,Cash
Premier Sedan,809.0,24.99,13.7,20.0,4.8,4.5,Cash
Go Sedan,67.0,5.57,11.9,25.3,4.1,4.6,UPI
Auto,598.0,9.9,14.8,37.8,4.5,4.7,UPI
Go Sedan,601.0,18.6,13.5,32.9,4.4,4.3,UPI
Auto,820.0,17.34,2.1,22.5,4.9,3.0,UPI
Bike,461.0,7.65,6.0,38.4,3.4,4.3,Debit Card
Bike,284.0,3.3,10.5,27.4,4.2,4.3,Cash
Go Sedan,326.0,3.13,9.6,38.0,3.7,4.3,UPI
Auto,1197.0,16.85,11.4,18.2,4.3,4.2,Uber Wallet
Auto,453.0,44.48,4.1,42.5,4.7,4.3,Uber Wallet
Auto,149.0,6.79,12.9,17.5,4.1,4.9,UPI
Go Sedan,400.0,3.44,9.5,25.8,3.4,4.4,Cash
Go Sedan,262.0,46.55,2.9,33.4,3.2,4.2,UPI
Auto,308.0,47.2,11.4,20.9,3.1,4.1,UPI
eBike,312.0,17.55,5.0,25.8,4.0,4.1,UPI
Go Sedan,385.0,9.6,9.6,37.7,4.6,4.3,Cash
eBike,357.0,17.03,5.1,42.1,4.2,4.2,UPI
Go Mini,352.0,3.9,4.9,22.6,4.3,4.9,UPI
Bike,287.0,29.42,11.1,15.0,3.6,4.1,Credit Card
Go Mini,804.0,46.77,6.5,22.7,4.8,4.9,UPI
Auto,88.0,14.26,3.5,17.6,4.2,3.9,Cash
eBike,168.0,9.11,12.4,41.3,4.6,4.4,UPI
Premier Sedan,681.0,41.76,3.6,17.9,4.3,4.9,Uber Wallet
Bike,91.0,47.23,4.6,23.3,3.8,3.9,UPI
Premier Sedan,883.0,29.67,7.4,37.1,4.2,4.2,UPI
Go Sedan,812.0,19.27,6.7,25.1,4.8,4.9,UPI
Premier Sedan,3060.0,22.05,13.3,17.7,4.3,4.5,UPI
Go Sedan,1077.0,10.34,4.7,44.5,4.1,4.2,Cash
Go Sedan,236.0,39.79,8.1,36.2,4.2,4.2,UPI
Auto,267.0,16.83,14.1,43.6,4.6,4.5,Cash
Auto,81.0,48.42,14.2,29.8,4.2,4.6,UPI
eBike,620.0,38.85,3.7,23.2,4.6,4.2,Credit Card
Premier Sedan,931.0,31.25,8.5,34.3,4.2,5.0,Uber Wallet
Auto,228.0,42.56,6.2,28.8,3.8,4.2,Cash
Premier Sedan,330.0,15.63,8.1,37.4,4.2,4.8,Credit Card
Premier Sedan,524.0,7.09,14.2,19.8,4.4,3.1,Uber Wallet
Bike,188.0,31.76,13.0,32.6,4.9,4.3,UPI
Auto,1397.0,30.3,6.1,37.2,4.9,4.2,UPI
Go Mini,280.0,39.67,9.5,31.4,3.7,4.1,UPI
Auto,227.0,30.11,9.0,25.9,4.2,4.1,UPI
Go Mini,362.0,12.68,6.7,30.1,3.5,3.9,UPI
Uber XL,225.0,25.26,8.4,35.3,4.6,4.2,UPI
Go Sedan,119.0,17.7,7.9,43.8,3.1,5.0,Cash
Auto,426.0,46.56,3.1,40.2,3.4,4.2,UPI
Go Mini,978.0,49.55,6.1,31.6,4.7,4.1,UPI
Bike,525.0,11.16,14.1,27.4,4.4,4.4,Uber Wallet
Auto,362.0,37.81,11.9,40.9,4.1,4.6,Uber Wallet
Auto,655.0,30.4,7.1,32.7,3.2,4.8,UPI
Auto,125.0,28.67,12.1,37.3,4.4,5.0,UPI
Go Mini,695.0,16.31,11.9,24.6,4.4,3.7,Credit Card
Go Mini,189.0,8.42,10.1,23.3,3.8,5.0,Cash
Auto,978.0,7.94,13.1,40.9,3.8,4.4,Uber Wallet
Auto,283.0,15.56,4.0,43.9,4.8,4.2,Cash
Go Mini,599.0,32.88,4.9,26.7,4.4,4.7,UPI
Auto,326.0,24.37,9.4,37.5,4.0,4.3,Debit Card
Premier Sedan,212.0,35.64,10.8,26.2,3.7,4.6,Uber Wallet
Bike,185.0,36.65,3.5,33.7,4.2,4.6,Uber Wallet
Go Mini,662.0,18.7,7.9,37.2,4.4,4.9,UPI
Go Mini,831.0,5.86,10.4,38.7,4.1,3.8,Cash
Auto,375.0,33.56,13.9,18.5,4.6,4.4,Cash
Go Sedan,492.0,27.07,4.5,35.8,4.3,4.2,Uber Wallet
Auto,992.0,3.14,4.5,20.5,4.4,4.1,UPI
Go Mini,613.0,13.86,10.8,41.3,4.4,4.3,Cash
Go Sedan,138.0,32.38,6.2,43.6,3.7,4.8,Cash
Auto,753.0,23.49,10.6,31.7,4.2,5.0,UPI
Premier Sedan,91.0,30.93,4.0,30.3,4.4,4.9,Cash
Auto,132.0,10.76,6.4,29.4,4.7,3.8,UPI
Go Sedan,162.0,28.16,14.3,19.3,3.6,4.9,Cash
Go Mini,242.0,23.35,2.7,20.5,3.2,4.2,UPI
Go Sedan,485.0,9.97,14.7,42.1,4.4,4.8,Uber Wallet
Go Sedan,309.0,14.73,7.1,33.1,4.6,3.8,Uber Wallet
eBike,144.0,48.97,10.1,15.7,4.5,4.2,UPI
Auto,753.0,18.14,10.2,23.6,4.2,5.0,UPI
Go Mini,481.0,33.94,8.6,25.5,4.7,4.8,Cash
Bike,951.0,41.67,3.5,24.9,3.2,4.7,Cash
Premier Sedan,567.0,19.95,3.5,16.0,3.9,4.9,UPI
Auto,85.0,35.22,4.3,24.6,4.3,3.6,UPI
Go Mini,1162.0,47.53,9.5,38.7,4.5,4.4,UPI
Auto,305.0,5.04,10.7,33.7,4.1,4.7,UPI
Auto,377.0,17.12,5.3,31.2,4.2,4.2,Cash
Bike,133.0,29.24,3.8,33.1,4.1,4.5,Debit Card
Uber XL,427.0,3.51,5.8,20.0,3.2,4.6,Cash
Go Mini,107.0,20.22,10.6,22.7,4.4,5.0,UPI
Bike,357.0,27.22,8.4,33.2,4.8,4.2,UPI
Auto,269.0,34.42,7.2,36.7,3.2,4.2,Credit Card
Bike,257.0,3.98,9.8,17.3,4.4,4.7,Cash
Go Mini,1040.0,46.06,4.1,15.6,4.5,3.5,Credit Card
Bike,198.0,10.46,7.9,33.9,4.2,4.5,Credit Card
Go Mini,548.0,34.49,11.5,24.8,4.9,4.3,UPI
Go Sedan,273.0,31.65,4.4,32.0,4.9,4.6,UPI
Go Mini,320.0,22.19,7.3,30.7,4.3,4.9,UPI
Bike,376.0,49.09,3.6,22.4,3.1,4.4,UPI
Bike,611.0,6.6,8.4,41.9,4.4,3.9,UPI
Auto,258.0,17.27,4.9,42.8,3.7,3.3,Uber Wallet
Premier Sedan,545.0,43.03,3.7,23.9,4.2,4.1,Cash
Go Mini,181.0,36.66,10.0,23.5,4.3,4.6,Cash
Go Sedan,789.0,39.74,4.5,40.3,4.2,4.5,UPI
Premier Sedan,211.0,5.55,12.3,38.6,4.6,3.7,Cash
Go Sedan,727.0,31.86,9.5,44.9,3.2,3.2,UPI
Premier Sedan,357.0,22.29,8.5,33.5,4.6,4.2,Credit Card
Premier Sedan,334.0,40.56,14.9,39.4,4.2,4.3,UPI
Go Sedan,103.0,44.84,8.6,20.2,4.2,4.9,UPI
Premier Sedan,1362.0,46.3,2.9,15.5,5.0,4.6,UPI
eBike,625.0,43.4,14.4,21.5,3.8,4.8,Cash
Go Mini,469.0,14.57,5.2,17.6,3.8,4.4,Debit Card
Go Mini,386.0,23.53,9.0,36.7,3.7,4.9,UPI
Premier Sedan,857.0,12.66,9.7,35.3,3.3,4.3,Debit Card
Bike,166.0,2.97,12.7,16.6,4.0,4.3,Cash
Bike,218.0,27.72,4.6,17.9,4.2,4.3,UPI
Auto,690.0,33.48,13.9,21.2,3.8,4.1,UPI
Go Mini,546.0,41.19,4.9,31.6,4.8,4.2,Cash
Bike,384.0,25.48,12.7,42.3,3.8,3.7,UPI
Go Sedan,1514.0,42.73,9.8,32.5,4.9,4.3,UPI
Auto,176.0,13.64,12.3,30.2,4.2,4.3,Credit Card
Go Mini,110.0,3.91,6.2,15.3,4.5,4.2,Cash
Bike,764.0,28.39,3.2,37.9,4.6,4.6,UPI
Go Sedan,138.0,40.08,10.3,36.2,4.6,4.6,UPI
Auto,310.0,20.44,7.0,40.9,4.1,4.3,Uber Wallet
Auto,372.0,36.57,3.7,38.5,4.6,4.2,UPI
Auto,306.0,2.66,5.9,16.9,4.3,4.3,UPI
Go Sedan,374.0,48.7,9.3,15.6,4.2,4.4,Cash
Bike,507.0,12.33,12.6,38.3,4.2,3.8,Credit Card
Go Mini,972.0,18.66,4.2,31.1,4.3,4.5,Cash
Bike,898.0,12.86,13.9,39.3,3.7,3.7,UPI
Auto,580.0,8.36,10.5,30.9,3.2,4.8,UPI
Auto,390.0,29.83,13.4,34.9,4.6,4.2,Uber Wallet
Premier Sedan,872.0,16.94,5.2,15.6,4.2,4.9,Cash
Go Mini,408.0,49.38,5.9,40.7,3.6,4.9,Cash
Go Sedan,1038.0,32.08,4.0,26.2,4.4,4.9,UPI
Premier Sedan,212.0,29.99,12.2,18.7,4.3,5.0,UPI
Go Sedan,785.0,20.34,12.3,18.6,4.6,4.1,UPI
Premier Sedan,1828.0,6.2,7.1,38.3,4.3,4.3,UPI
Bike,953.0,22.88,7.9,25.8,5.0,4.4,UPI
Go Mini,153.0,4.55,4.7,42.4,4.2,4.5,UPI
Premier Sedan,76.0,30.74,11.6,17.2,4.7,4.7,UPI
Go Mini,446.0,36.57,12.3,15.7,4.9,4.7,Debit Card
Go Mini,91.0,31.15,14.1,33.9,3.9,4.3,UPI
Premier Sedan,337.0,32.1,7.5,27.5,4.2,4.9,Cash
Auto,110.0,26.86,2.8,34.8,4.4,4.2,Credit Card
Go Sedan,470.0,32.04,8.4,17.9,4.5,4.8,Cash
Go Mini,915.0,33.55,2.9,27.1,4.9,4.3,Debit Card
Go Sedan,341.0,21.23,12.3,23.8,4.3,4.9,Debit Card
Premier Sedan,246.0,10.36,5.2,35.7,4.2,4.6,Uber Wallet
Bike,500.0,41.81,11.6,23.0,4.3,4.4,Debit Card
Premier Sedan,1110.0,31.02,13.8,37.7,4.6,4.8,UPI
Go Sedan,55.0,40.47,8.9,23.7,4.1,4.3,Credit Card
Auto,744.0,20.1,6.7,41.7,4.7,4.4,UPI
Bike,57.0,6.71,5.8,38.0,4.3,4.9,UPI
eBike,199.0,8.46,3.1,30.3,4.6,3.3,Credit Card
Go Sedan,330.0,33.37,8.6,30.3,3.5,4.9,Cash
Auto,457.0,19.33,5.1,34.9,4.2,5.0,UPI
Auto,209.0,6.28,9.8,31.2,4.3,5.0,UPI
Go Mini,627.0,25.88,5.3,18.9,4.3,4.3,UPI
Auto,421.0,5.07,2.0,26.6,4.3,4.3,Credit Card
Premier Sedan,146.0,44.92,3.7,43.7,4.4,4.4,UPI
Auto,519.0,16.3,2.2,35.4,4.6,4.2,UPI
Go Sedan,679.0,19.59,13.6,19.9,4.6,4.3,UPI
Go Sedan,1103.0,6.76,2.4,25.0,4.2,4.1,Debit Card
Bike,204.0,7.23,10.7,26.3,4.5,4.7,UPI
Go Mini,274.0,7.81,14.5,20.0,4.6,3.7,Credit Card
Bike,743.0,23.38,13.2,24.1,4.6,4.6,UPI
Auto,663.0,45.75,14.3,37.6,4.1,5.0,Uber Wallet
Go Mini,580.0,38.08,9.9,28.7,3.8,4.5,Uber Wallet
Go Mini,1447.0,43.04,13.4,37.5,3.6,4.4,Cash
Uber XL,205.0,12.59,14.9,20.2,4.2,4.4,UPI
Auto,386.0,48.95,3.8,34.6,4.1,4.6,Cash
Bike,74.0,19.36,9.6,32.5,5.0,4.2,Credit Card
Go Mini,421.0,39.96,8.1,36.8,4.9,3.1,Cash
Go Mini,745.0,12.82,11.1,15.2,4.7,3.9,Cash
Premier Sedan,428.0,2.08,13.5,41.2,4.3,4.5,UPI
Go Sedan,377.0,39.04,8.2,36.8,3.9,4.9,UPI
Go Mini,464.0,9.92,14.3,43.7,4.1,4.1,Cash
Bike,622.0,12.01,11.6,21.4,4.9,4.9,Uber Wallet
Go Mini,199.0,25.92,4.5,30.1,4.5,4.7,Cash
Go Mini,906.0,6.57,7.6,22.4,4.2,4.6,UPI
Premier Sedan,679.0,8.95,6.0,17.5,4.3,3.5,Credit Card
Auto,363.0,23.87,3.7,22.2,4.6,3.8,UPI
Go Mini,631.0,3.29,4.0,43.7,3.5,4.1,UPI
Auto,511.0,40.83,13.6,20.0,4.8,3.5,UPI
Go Mini,464.0,12.54,12.4,41.1,3.2,4.9,UPI
Auto,343.0,6.15,2.8,28.4,3.8,4.4,UPI
Premier Sedan,786.0,4.87,9.1,30.7,4.1,3.8,UPI
Premier Sedan,193.0,3.77,4.6,32.6,4.6,4.9,UPI
Auto,311.0,19.88,7.0,30.5,4.3,4.2,Credit Card
Go Mini,441.0,21.12,10.7,33.6,3.9,4.2,Credit Card
Uber XL,291.0,18.33,12.4,23.3,3.7,4.2,UPI
Bike,479.0,24.17,10.6,27.6,3.6,4.6,UPI
Go Sedan,400.0,48.44,9.2,26.7,4.1,4.1,Debit Card
Premier Sedan,709.0,22.84,12.4,39.2,3.8,4.2,UPI
Auto,361.0,36.15,13.0,26.7,4.2,4.4,Credit Card
Auto,488.0,26.42,11.1,22.9,4.6,3.2,Credit Card
Auto,1385.0,26.21,13.8,44.9,4.3,3.9,Cash
Auto,355.0,33.49,11.7,43.2,3.7,4.6,Debit Card
eBike,466.0,10.38,7.6,25.4,4.5,4.4,UPI
Go Sedan,89.0,31.69,8.5,35.3,4.2,3.4,Cash
Go Sedan,184.0,30.69,12.8,41.4,4.2,4.9,Uber Wallet
Bike,478.0,4.28,5.2,38.4,4.0,4.3,Credit Card
Go Sedan,422.0,16.88,4.8,27.9,4.3,3.7,Cash
Go Mini,412.0,16.52,13.8,21.6,4.2,5.0,UPI
Bike,1403.0,39.15,7.3,44.6,4.3,4.3,Cash
Go Mini,73.0,39.85,3.8,26.1,4.1,4.8,UPI
Go Mini,853.0,10.86,14.5,37.1,4.4,4.6,Uber Wallet
Auto,579.0,35.5,11.0,37.5,4.4,4.2,UPI
Premier Sedan,357.0,43.65,10.5,43.7,4.9,4.5,Uber Wallet
Go Sedan,540.0,15.28,13.1,37.7,4.6,4.8,UPI
Bike,320.0,6.01,8.8,21.3,3.9,4.7,UPI
Go Sedan,188.0,6.26,11.5,17.0,3.8,4.2,Debit Card
Bike,488.0,39.57,2.4,31.5,4.6,4.8,Credit Card
eBike,375.0,27.44,3.2,36.8,4.3,4.7,UPI
Go Sedan,162.0,48.4,6.7,44.2,4.3,4.2,Debit Card
Premier Sedan,86.0,40.11,13.0,38.7,4.2,4.3,UPI
Auto,995.0,19.28,6.0,42.4,4.1,3.7,Credit Card
Bike,85.0,37.6,2.6,44.5,4.5,4.2,UPI
Go Mini,959.0,27.72,6.0,40.0,4.7,5.0,Cash
Auto,492.0,49.31,7.6,21.6,3.3,4.6,UPI
Go Sedan,149.0,18.6,6.0,27.0,4.2,4.2,Debit Card
eBike,458.0,40.48,2.1,15.4,3.6,4.2,Uber Wallet
Premier Sedan,596.0,17.58,14.5,21.0,4.2,4.5,UPI
Go Mini,1758.0,33.08,4.2,34.7,4.5,4.2,UPI
Bike,486.0,38.44,6.9,24.3,4.2,4.8,Uber Wallet
Go Mini,948.0,26.18,14.4,18.3,4.2,3.6,Debit Card
Go Sedan,660.0,38.34,13.7,26.7,4.5,4.2,Cash
Go Mini,239.0,44.63,13.3,24.4,4.6,4.9,UPI
Go Mini,447.0,46.78,14.0,44.2,4.3,4.5,UPI
Bike,129.0,20.86,3.4,29.6,4.3,4.5,UPI
Go Mini,376.0,16.14,4.2,40.1,4.6,4.6,Uber Wallet
eBike,54.0,40.45,3.1,34.0,4.3,5.0,Uber Wallet
Premier Sedan,635.0,37.37,5.8,38.9,4.3,4.6,UPI
Go Sedan,1300.0,38.56,12.9,33.0,3.3,3.0,Credit Card
Premier Sedan,457.0,45.49,10.6,33.0,4.1,4.3,Credit Card
Auto,1300.0,33.65,13.0,24.3,4.3,4.2,UPI
Go Sedan,638.0,2.66,11.6,29.8,3.0,3.9,Credit Card
Go Sedan,390.0,16.62,12.1,35.4,4.2,3.3,UPI
Go Mini,482.0,18.33,7.7,44.5,3.7,4.3,UPI
Go Sedan,1008.0,20.61,4.1,35.0,4.3,4.2,UPI
eBike,470.0,42.83,12.6,34.5,4.7,3.6,Cash
Premier Sedan,652.0,21.66,13.4,16.3,4.5,4.3,Cash
Auto,259.0,18.68,10.8,17.0,3.3,4.2,Credit Card
Go Sedan,364.0,7.87,9.9,25.6,4.7,4.2,Uber Wallet
Bike,1250.0,47.11,9.0,34.1,4.4,4.6,UPI
Auto,733.0,42.5,14.4,16.5,4.4,4.2,UPI
Go Sedan,88.0,29.49,5.4,37.7,4.6,4.1,UPI
Bike,804.0,45.63,7.2,21.1,4.6,4.3,Uber Wallet
Go Sedan,1088.0,21.36,2.2,25.8,4.4,4.2,Uber Wallet
Auto,1308.0,40.5,7.3,44.9,4.2,4.6,UPI
Go Mini,216.0,41.81,3.5,26.7,4.7,4.9,Cash
Premier Sedan,473.0,39.56,7.5,27.3,3.9,4.9,UPI
Go Sedan,298.0,4.11,14.3,43.7,3.7,4.6,Credit Card
Go Sedan,691.0,8.65,11.1,36.1,5.0,5.0,UPI
Go Sedan,228.0,48.3,8.2,26.0,4.2,4.8,Cash
Premier Sedan,972.0,21.69,12.4,16.6,3.9,4.9,Cash
Go Sedan,286.0,26.58,10.1,30.3,4.8,4.5,UPI
Go Sedan,658.0,34.63,3.0,33.7,4.1,4.9,UPI
Go Sedan,72.0,35.31,4.5,44.6,4.9,3.8,Cash
Auto,752.0,39.24,13.9,44.8,4.0,3.8,Uber Wallet
Go Mini,215.0,25.8,9.7,17.3,3.9,4.1,Cash
Go Mini,193.0,22.49,14.5,30.8,4.9,4.9,Cash
Auto,223.0,24.74,14.4,36.8,3.9,4.0,UPI
eBike,75.0,2.04,7.5,44.9,4.1,4.8,Uber Wallet
Go Mini,917.0,28.52,12.0,20.1,4.1,4.9,UPI
Go Mini,129.0,22.38,9.7,44.4,4.2,4.2,UPI
Go Sedan,160.0,24.93,8.2,39.2,4.1,4.2,UPI
Uber XL,60.0,21.24,13.2,40.5,4.3,3.9,Uber Wallet
Go Mini,233.0,37.06,7.4,17.2,4.7,4.0,Credit Card
Auto,869.0,49.86,7.4,22.9,4.2,4.2,UPI
Bike,779.0,49.91,7.3,32.8,4.8,4.5,UPI
Premier Sedan,206.0,47.8,8.7,35.9,4.2,4.3,Credit Card
Go Mini,910.0,5.97,11.1,40.9,4.2,4.6,UPI
Bike,133.0,27.35,10.9,24.2,4.4,4.4,Cash
Auto,991.0,22.22,12.3,23.2,4.3,4.2,Debit Card
Bike,423.0,20.36,9.4,33.0,3.3,4.9,UPI
Auto,360.0,29.71,4.5,23.3,4.3,3.3,UPI
Bike,413.0,17.77,10.8,23.5,3.8,4.9,UPI
Uber XL,930.0,27.05,14.4,25.3,4.2,4.2,Uber Wallet
Auto,380.0,30.74,4.0,24.1,3.6,4.2,UPI
eBike,89.0,35.04,2.9,39.0,4.7,4.4,Credit Card
Premier Sedan,771.0,36.7,2.3,33.8,3.5,4.6,UPI
Auto,438.0,8.97,4.6,27.0,4.0,5.0,UPI
Go Mini,1049.0,5.42,4.3,15.7,3.2,4.6,UPI
Auto,611.0,4.87,6.5,40.5,4.3,4.3,Credit Card
Go Sedan,807.0,43.22,9.4,36.9,4.1,4.8,Cash
Auto,70.0,26.34,12.2,31.9,3.4,4.6,Cash
Auto,498.0,38.71,2.6,22.7,4.2,5.0,UPI
Premier Sedan,691.0,34.68,4.2,37.6,4.7,4.4,Cash
Premier Sedan,394.0,4.18,10.5,41.6,4.6,4.3,Cash
eBike,287.0,31.0,13.5,31.0,4.4,4.6,UPI
Auto,762.0,21.35,3.8,31.4,3.4,4.3,UPI
Auto,493.0,11.56,9.8,24.3,3.1,4.7,UPI
Auto,237.0,30.21,9.9,41.6,4.1,3.8,UPI
Go Mini,1265.0,37.74,11.3,40.0,4.6,4.2,UPI
Premier Sedan,190.0,10.23,9.2,28.2,4.3,4.1,UPI
Auto,217.0,22.75,13.2,27.0,3.1,4.2,Credit Card
Auto,612.0,18.45,9.1,44.0,4.3,5.0,UPI
Bike,55.0,40.57,13.6,32.5,4.3,4.3,UPI
Go Mini,1463.0,22.44,11.5,39.8,4.6,3.1,UPI
Go Sedan,550.0,2.01,3.3,17.0,4.1,4.2,Debit Card
Auto,671.0,21.53,6.0,20.7,4.2,3.8,UPI
eBike,849.0,7.16,13.9,23.9,4.7,4.2,Debit Card
Uber XL,681.0,47.77,9.0,41.8,3.8,4.6,Uber Wallet
Auto,481.0,23.98,9.2,32.8,4.1,4.3,UPI
Go Mini,819.0,35.86,6.2,31.5,4.4,4.9,UPI
Bike,360.0,21.49,14.2,19.2,4.2,4.2,UPI
Premier Sedan,263.0,4.5,13.0,36.0,4.6,3.9,Debit Card
Bike,1011.0,38.44,4.8,16.6,4.7,4.0,UPI
Auto,953.0,40.75,7.5,26.0,4.1,3.4,UPI
Premier Sedan,369.0,42.57,7.9,38.0,4.3,4.1,Cash
Go Sedan,304.0,15.84,8.8,30.8,4.3,3.3,UPI
Auto,151.0,49.87,6.4,18.3,5.0,4.1,UPI
Auto,659.0,48.34,11.7,36.2,3.5,3.7,Cash
Auto,715.0,8.71,2.7,17.8,3.2,4.7,Cash
Go Mini,343.0,45.21,13.5,35.6,4.6,4.4,Cash
Go Sedan,707.0,21.05,7.8,43.3,4.4,5.0,UPI
Bike,939.0,47.2,12.3,19.1,4.2,4.6,Cash
Auto,346.0,34.09,2.6,34.2,4.0,4.4,Uber Wallet
Auto,506.0,24.47,7.6,41.5,4.6,5.0,UPI
Auto,365.0,11.32,12.7,22.6,3.8,4.6,Debit Card
Go Mini,106.0,46.0,3.4,26.2,5.0,4.6,UPI
Go Sedan,987.0,3.2,3.8,36.9,4.7,5.0,UPI
Go Mini,1353.0,47.69,5.4,28.6,4.3,4.5,Cash
Auto,140.0,31.91,11.3,21.8,3.2,4.5,UPI
Auto,172.0,20.88,11.4,15.6,4.2,4.9,Cash
Premier Sedan,139.0,10.02,3.2,18.9,4.6,4.2,UPI
Auto,528.0,17.77,11.1,17.8,4.1,4.9,UPI
Go Mini,399.0,44.08,4.4,23.3,3.9,4.5,UPI
Premier Sedan,230.0,47.61,6.1,32.0,4.6,4.9,UPI
Auto,812.0,12.3,12.9,28.3,4.9,4.4,Cash
Auto,1118.0,19.93,4.1,26.3,4.3,4.6,UPI
Go Sedan,366.0,36.73,6.9,22.5,3.9,5.0,Uber Wallet
Go Mini,186.0,48.23,4.0,15.7,3.9,4.2,UPI
eBike,471.0,49.85,7.1,25.4,4.8,4.5,UPI
Auto,341.0,47.85,12.2,36.8,4.2,5.0,UPI
Go Mini,568.0,28.46,2.4,28.3,4.2,4.9,Debit Card
Uber XL,334.0,43.59,12.2,16.7,4.9,4.4,UPI
Uber XL,759.0,36.28,14.7,31.9,3.8,4.2,Debit Card
Auto,753.0,18.9,12.3,19.8,4.4,3.3,Debit Card
Auto,637.0,35.82,7.2,22.4,4.4,4.6,UPI
Go Mini,370.0,37.21,6.4,40.0,3.6,4.3,Credit Card
eBike,229.0,17.48,13.9,23.6,3.7,3.9,Cash
