fare_amount,distance_km,passenger_count,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,pickup_year
10.1,3.3763956141771025,1,8,Wednesday,January,0,2010
12.1,5.260995114919698,2,18,Friday,December,0,2010
6.1,1.2727337803596495,1,15,Sunday,November,1,2009
15.0,1.9720327131162918,3,19,Sunday,December,1,2012
3.3,0.34869339070435806,4,23,Saturday,January,1,2012
4.1,0.799036423487451,1,21,Saturday,February,1,2011
4.1,0.7640489760825612,1,3,Saturday,January,1,2010
5.7,1.4162973120645275,1,20,Thursday,November,0,2010
25.0,9.985707849117949,1,0,Sunday,November,1,2013
7.7,0.9445610976889265,1,10,Friday,November,0,2011
8.5,2.528218275688977,1,15,Thursday,April,0,2009
3.3,0.5553409063256535,1,8,Sunday,January,1,2009
6.5,3.0428621192840093,1,7,Friday,April,0,2009
6.1,1.427957396603451,5,14,Thursday,August,0,2012
15.0,5.191850171361658,1,1,Thursday,March,0,2009
5.7,0.736680213290208,1,16,Sunday,February,1,2009
10.1,2.878761431594541,5,22,Wednesday,November,0,2011
8.9,3.4756282504667686,1,19,Tuesday,August,0,2012
6.5,1.6120543492040968,1,13,Wednesday,April,0,2009
8.5,1.775806127584948,2,18,Saturday,January,1,2015
21.5,4.054333499583127,1,18,Thursday,June,0,2015
7.3,1.571845654275286,1,16,Monday,May,0,2009
8.0,0.9115687403993563,5,23,Saturday,December,1,2012
6.5,1.1960059552445317,1,17,Wednesday,October,0,2011
13.3,3.720574607657291,1,9,Thursday,September,0,2010
18.0,7.337981628210699,1,4,Sunday,June,1,2013
6.1,1.7073656143163982,1,11,Thursday,April,0,2010
8.1,3.236949554916111,3,13,Sunday,January,1,2009
9.3,2.18350509943261,1,10,Monday,November,0,2009
5.5,1.6355331023078419,1,1,Saturday,May,1,2014
6.9,1.6096939775786478,1,13,Friday,February,0,2012
7.7,3.4234696848585098,2,18,Thursday,October,0,2009
4.1,0.5131177733233928,1,19,Tuesday,November,0,2009
8.9,0.051036277884621825,5,2,Friday,May,0,2012
6.1,0.8850536824790673,1,21,Wednesday,February,0,2010
11.7,2.8058547089443513,1,16,Saturday,June,1,2011
35.0,10.282223086556757,1,23,Saturday,April,1,2013
12.0,3.950883979680065,1,1,Thursday,May,0,2015
4.1,1.3470782488366981,1,6,Tuesday,September,0,2011
9.0,3.070762879691764,1,8,Tuesday,December,0,2012
27.0,9.655795645952571,1,18,Thursday,June,0,2013
16.9,8.10925750403854,1,1,Friday,August,0,2009
8.1,4.234993087756673,2,3,Sunday,August,1,2012
6.5,1.3090479401554642,1,12,Monday,January,0,2015
14.0,1.0883559663466826,1,17,Friday,November,0,2012
5.5,10.129076073744727,1,11,Saturday,January,1,2014
12.9,5.874371119858932,1,22,Thursday,October,0,2009
9.3,2.649033799711776,1,19,Tuesday,November,0,2011
4.1,1.2345732233128708,1,20,Sunday,August,1,2011
10.0,2.6505202031123303,2,2,Saturday,October,1,2012
9.5,2.8066085031435706,1,6,Monday,February,0,2015
5.0,1.1279462634151278,1,9,Saturday,October,1,2012
5.7,1.2864162849385516,1,12,Tuesday,August,0,2011
4.0,0.32103632804792775,5,2,Sunday,August,1,2014
4.0,0.6176344699820165,1,19,Wednesday,April,0,2015
10.1,3.0897294330933174,1,8,Tuesday,September,0,2009
3.3,0.5945004558147222,1,2,Sunday,June,1,2011
5.5,0.9324884156945756,1,7,Tuesday,October,0,2014
5.3,1.809773546290319,1,23,Wednesday,October,0,2009
6.5,0.9368057018952268,1,13,Wednesday,November,0,2010
4.9,1.280766650156468,2,10,Saturday,December,1,2009
6.5,1.2606947441850769,1,22,Saturday,July,1,2014
9.0,2.93972388469989,1,20,Sunday,September,1,2014
11.5,2.862649715183571,1,18,Saturday,March,1,2015
18.0,4.880055117195411,1,14,Wednesday,February,0,2014
9.7,3.1387986833572565,2,23,Saturday,June,1,2012
8.5,3.072539454565375,1,20,Thursday,January,0,2015
6.5,1.4566133036593683,1,14,Wednesday,September,0,2014
19.0,9.24045981578809,2,22,Thursday,February,0,2009
4.0,0.5537899208165805,1,15,Tuesday,July,0,2013
9.0,1.934653897829206,1,17,Wednesday,May,0,2014
8.0,2.6758844547323077,2,19,Saturday,August,1,2013
7.7,2.300709929354164,1,8,Tuesday,December,0,2009
4.0,0.7235595877004534,3,11,Friday,November,0,2012
54.16,11.45575710116735,1,7,Friday,September,0,2013
8.0,1.969084620713282,1,8,Tuesday,November,0,2014
12.0,3.745902456532602,5,8,Sunday,January,1,2014
8.5,2.9559078125527396,1,17,Tuesday,February,0,2012
7.0,1.3179768560340992,3,22,Tuesday,August,0,2014
9.0,1.864210549531104,1,20,Thursday,January,0,2013
10.9,4.5252531329976176,1,11,Tuesday,April,0,2010
5.5,0.947819916022132,1,12,Monday,January,0,2013
8.1,2.022736843254385,2,17,Sunday,December,1,2009
12.9,3.522360265948028,1,18,Friday,March,0,2012
28.9,13.301983432838759,2,21,Thursday,March,0,2009
6.0,0.29093065079387215,1,20,Tuesday,June,0,2014
6.9,1.1107093011044666,1,13,Tuesday,March,0,2009
5.5,1.1573651507387963,2,8,Friday,October,0,2013
3.3,0.1111472478076366,1,12,Monday,May,0,2009
7.0,1.1522119806897793,1,15,Friday,November,0,2014
8.0,1.6807770241211097,3,12,Sunday,January,1,2013
10.5,2.442163074047881,1,8,Tuesday,February,0,2013
3.7,0.5271728409197523,5,6,Tuesday,June,0,2012
6.0,1.2665679687713847,1,4,Friday,November,0,2014
3.7,0.8623547409794184,1,16,Tuesday,July,0,2012
3.7,0.7306163741982846,1,12,Saturday,March,1,2009
5.7,1.2778089782662039,1,11,Saturday,February,1,2009
10.1,4.40229164508017,5,5,Tuesday,August,0,2012
5.5,1.4053956725216123,1,1,Sunday,January,1,2013
6.0,1.3006302132444907,4,19,Wednesday,October,0,2013
5.3,0.7683084954482241,5,16,Wednesday,June,0,2009
12.5,2.569951563205943,1,12,Wednesday,October,0,2013
22.5,14.128812773573816,2,21,Tuesday,June,0,2012
13.7,4.996556502094493,2,21,Wednesday,December,0,2009
4.9,1.1526799935750562,6,9,Monday,July,0,2011
4.5,0.9641613572994433,3,20,Friday,December,0,2012
11.5,1.0602910234750629,1,11,Friday,April,0,2014
10.5,1.7750288072326599,4,12,Wednesday,October,0,2013
13.5,3.484974854329503,3,22,Friday,April,0,2014
6.5,1.956102973682612,2,16,Monday,October,0,2009
4.5,1.2402959300902257,2,18,Tuesday,April,0,2012
6.5,1.6358674526107366,1,14,Monday,July,0,2013
8.1,1.9539402488217779,1,16,Monday,October,0,2011
20.0,5.1265119705535325,1,22,Thursday,November,0,2014
8.9,1.4754946772203117,1,13,Wednesday,April,0,2010
5.3,0.902238627454573,2,21,Sunday,September,1,2009
17.5,6.4265798323314005,1,18,Thursday,September,0,2012
33.0,10.839246005808617,1,23,Sunday,November,1,2012
34.33,10.325968628717751,1,5,Wednesday,July,0,2014
16.5,4.375386156740887,1,9,Wednesday,October,0,2014
12.1,4.177299406246631,1,4,Saturday,May,1,2012
5.0,1.288284224538361,1,0,Tuesday,August,0,2014
4.5,0.9710893816150953,1,14,Friday,July,0,2010
4.1,0.5690680362663796,1,11,Thursday,January,0,2011
3.3,0.5744723382530295,1,16,Monday,February,0,2010
11.5,2.887768700835248,1,20,Saturday,March,1,2015
10.5,4.471310804955804,2,10,Sunday,June,1,2010
7.5,2.1220788377945796,1,19,Saturday,May,1,2015
4.5,0.8563504519552005,1,15,Wednesday,April,0,2010
14.5,2.91102234070125,2,18,Tuesday,July,0,2014
14.5,3.8937921330205123,2,7,Wednesday,May,0,2015
7.3,1.7787058469450887,1,7,Thursday,March,0,2010
5.5,0.6571090848971676,1,8,Thursday,April,0,2015
14.0,2.040989422427168,2,15,Wednesday,October,0,2014
6.5,1.7877692578484676,5,6,Wednesday,May,0,2015
4.5,1.035772007431526,2,12,Saturday,January,1,2012
9.3,3.2734164960042866,1,22,Saturday,January,1,2012
9.5,2.5398153959398146,1,10,Friday,December,0,2013
6.1,1.9484169683973274,1,12,Saturday,January,1,2011
5.3,1.453994740820138,1,13,Wednesday,November,0,2011
10.5,4.0138709950452585,1,1,Friday,May,0,2012
5.7,1.6475902535647977,2,7,Friday,October,0,2010
8.0,1.03296816420473,1,11,Friday,April,0,2015
5.7,1.7575445987699365,1,2,Friday,January,0,2010
22.0,7.977138494122126,1,22,Thursday,December,0,2014
9.3,2.3318737524278843,2,12,Saturday,August,1,2010
10.0,3.109275329518414,1,23,Wednesday,April,0,2013
33.7,15.280274476894016,2,17,Friday,May,0,2011
32.0,9.925116511141947,1,20,Friday,October,0,2012
22.5,7.992496893321311,1,1,Friday,October,0,2012
13.5,3.6409309304312214,2,10,Thursday,November,0,2012
4.1,0.774668034379288,1,6,Thursday,June,0,2010
10.0,1.4963225230708237,1,13,Thursday,January,0,2014
6.5,1.8502312421343552,1,15,Sunday,April,1,2009
57.33,22.837511275686175,5,21,Tuesday,December,0,2013
6.5,1.1830884254349168,1,19,Sunday,February,1,2013
7.7,2.673225340084514,1,10,Wednesday,November,0,2011
24.8,7.004763557718754,1,9,Wednesday,January,0,2010
37.33,8.544888687928335,1,15,Monday,May,0,2013
6.0,0.8407651930591838,1,15,Wednesday,June,0,2013
5.3,1.1266296704123695,1,3,Thursday,May,0,2010
3.7,0.48303809592985714,5,19,Wednesday,February,0,2010
6.9,1.62310244132458,1,10,Monday,March,0,2012
17.5,1.790628571577046,5,23,Wednesday,May,0,2014
8.0,2.2003025481846437,3,23,Tuesday,May,0,2013
12.9,4.063747976208375,1,0,Saturday,October,1,2009
6.0,1.0045655088478789,2,9,Thursday,December,0,2014
13.7,6.36460703657986,1,13,Tuesday,February,0,2012
7.3,2.2142481368359963,1,1,Friday,August,0,2009
6.2,1.049726355510633,1,21,Thursday,January,0,2009
18.5,8.480093045687148,1,14,Sunday,October,1,2014
7.3,2.3762790584207316,1,18,Wednesday,April,0,2010
5.3,1.5477836787787072,1,20,Friday,August,0,2011
8.1,2.3917849783595018,1,11,Wednesday,May,0,2011
9.7,2.0821435626518134,3,11,Thursday,December,0,2011
20.1,7.016918281679581,1,13,Saturday,April,1,2012
7.3,2.1702423956954817,1,2,Monday,February,0,2010
9.5,2.573913942441733,1,3,Saturday,October,1,2013
5.0,1.442665160878272,1,9,Saturday,March,1,2014
7.5,1.3564433430566765,1,7,Monday,November,0,2013
34.54,10.403242935108532,1,23,Wednesday,June,0,2015
4.1,1.434709892261372,1,17,Sunday,June,1,2011
19.5,7.229167067273715,6,7,Thursday,January,0,2014
3.7,0.7935611691861847,2,22,Saturday,August,1,2012
5.3,1.021630134433896,2,17,Tuesday,August,0,2009
76.5,16.854445665619394,1,14,Monday,December,0,2012
15.7,5.767574073722853,2,23,Friday,February,0,2011
7.5,2.0618474569385064,1,16,Tuesday,March,0,2009
12.1,3.660836633395399,1,21,Wednesday,October,0,2010
9.0,2.0496797982458483,1,0,Saturday,September,1,2013
20.0,5.278611850451927,1,18,Thursday,October,0,2014
8.1,2.529124828782298,2,1,Friday,November,0,2011
2.9,0.3916759336815145,1,0,Sunday,May,1,2009
6.9,1.3538703152289147,1,17,Saturday,July,1,2009
4.0,0.3934962624252778,1,19,Monday,March,0,2013
3.7,0.615756576813463,1,11,Wednesday,November,0,2011
8.5,3.028851217135981,1,6,Wednesday,August,0,2010
8.1,1.9425868807300715,1,14,Tuesday,February,0,2012
10.1,3.7193259574198287,1,1,Saturday,September,1,2009
4.1,0.954788351708457,1,21,Tuesday,April,0,2012
15.5,5.670601219773357,1,1,Friday,April,0,2013
5.3,1.507224071199463,1,19,Friday,September,0,2011
49.57,20.089516063951088,2,19,Thursday,June,0,2010
10.0,2.5039562748782815,4,20,Friday,February,0,2015
10.9,4.072648711741805,2,1,Monday,June,0,2011
8.5,1.7875008946904067,3,13,Tuesday,July,0,2009
15.5,2.6225725269400453,1,9,Friday,November,0,2013
23.0,6.798538835968474,4,18,Wednesday,April,0,2013
6.9,2.091031262553779,1,7,Friday,January,0,2009
4.5,1.1276552338790733,1,14,Sunday,February,1,2011
22.5,10.36711659975834,2,3,Sunday,October,1,2009
7.0,1.7494025632850574,1,22,Tuesday,November,0,2013
8.5,4.034343741093178,5,21,Thursday,December,0,2011
4.0,0.6712111940905895,1,10,Saturday,July,1,2014
4.5,1.8325783817965824,1,22,Wednesday,December,0,2010
8.9,3.0576414626697686,1,15,Wednesday,September,0,2011
12.5,4.386782497913122,1,21,Monday,March,0,2015
13.0,2.9873257541436558,2,19,Monday,September,0,2013
4.9,1.0967702941173711,3,22,Wednesday,December,0,2010
7.3,1.842349333866494,2,0,Sunday,January,1,2009
24.5,2.856905909060744,1,14,Tuesday,December,0,2014
4.1,0.8473165807069688,5,13,Monday,May,0,2009
14.1,7.164165281026578,1,2,Sunday,May,1,2011
4.5,1.189666368762755,2,20,Friday,July,0,2009
7.0,1.4310523284552343,1,14,Friday,December,0,2012
6.5,1.7973181391692399,1,12,Saturday,April,1,2013
8.0,1.1663354772110825,2,11,Sunday,May,1,2014
12.5,4.1161653916898215,5,0,Friday,June,0,2011
5.3,0.611782198939791,1,8,Monday,July,0,2012
10.0,4.04641910108435,1,11,Friday,November,0,2012
4.9,1.300850264627333,1,23,Wednesday,May,0,2011
18.0,7.334980643838479,1,22,Thursday,March,0,2013
6.0,1.1929884641295287,1,19,Thursday,May,0,2014
7.0,1.8788577322495728,1,14,Wednesday,December,0,2014
6.5,0.7590815715585365,1,14,Wednesday,August,0,2009
5.5,1.1622166753272216,3,10,Sunday,December,1,2012
4.1,0.5833466087316552,5,16,Sunday,April,1,2012
5.7,1.8593806201576724,2,20,Sunday,September,1,2009
11.0,1.8365042139934988,5,12,Wednesday,February,0,2015
5.5,1.3498192537162048,1,20,Wednesday,October,0,2013
6.1,2.0989888051778687,1,23,Thursday,March,0,2012
14.9,3.1298113006050228,2,16,Thursday,November,0,2009
16.1,1.0036528155462556,1,17,Monday,September,0,2010
16.5,3.0197928903566367,3,12,Saturday,November,1,2014
8.5,2.0792077814441448,5,11,Thursday,November,0,2012
3.7,0.7271115202864122,1,6,Wednesday,April,0,2009
7.0,1.3859155154291893,1,16,Monday,December,0,2014
5.0,0.9428631144947471,1,18,Saturday,February,1,2015
29.04,8.88848885961063,1,5,Wednesday,April,0,2015
7.5,1.5352948849856614,1,7,Sunday,December,1,2014
12.0,4.233610130425339,5,5,Sunday,October,1,2012
13.7,4.895877381703577,1,20,Monday,June,0,2010
12.5,4.898453937687673,5,9,Tuesday,February,0,2011
4.9,0.30014981471424934,1,18,Friday,June,0,2010
4.9,1.6871830453090488,5,16,Friday,November,0,2010
19.0,8.63902288808382,2,2,Friday,July,0,2013
15.5,4.8998207971340175,4,13,Friday,February,0,2015
3.3,0.7383152689489411,3,7,Wednesday,January,0,2010
7.0,2.0690931668631287,3,7,Tuesday,July,0,2014
8.1,1.6897512725448551,1,19,Thursday,May,0,2012
6.1,1.4260900491088089,1,20,Monday,January,0,2012
10.1,3.0319266722154894,1,7,Thursday,October,0,2009
3.7,0.5967420805277129,5,23,Friday,June,0,2010
13.7,3.465589336533914,1,19,Friday,November,0,2011
6.1,1.43667696743732,1,13,Wednesday,July,0,2011
4.5,0.8895796040280883,1,16,Monday,February,0,2010
6.1,1.46985842383155,3,15,Monday,June,0,2010
14.1,3.719106249993831,2,20,Saturday,June,1,2011
6.5,1.237962616358253,1,19,Friday,October,0,2014
4.5,0.7833424833160514,2,7,Monday,August,0,2009
8.5,0.6764383580347114,2,14,Sunday,March,1,2014
20.0,7.030968878731403,2,13,Saturday,December,1,2012
5.5,1.1502613984156036,1,17,Tuesday,October,0,2012
8.5,1.6750497768984092,1,16,Wednesday,March,0,2011
12.0,4.681147611824289,2,18,Saturday,August,1,2013
5.0,1.095408062556438,1,7,Monday,February,0,2013
6.0,1.0667218990797314,6,14,Wednesday,December,0,2012
8.0,2.107826264733578,1,11,Friday,June,0,2013
4.1,1.5523777515657669,1,7,Wednesday,September,0,2010
5.7,1.5307622182357257,1,21,Wednesday,February,0,2012
5.0,0.8154706205646881,1,17,Monday,December,0,2012
18.6,10.242716321179614,1,5,Sunday,January,1,2009
17.5,4.422566250215307,1,23,Friday,November,0,2013
10.0,1.8288862625343782,1,22,Thursday,September,0,2012
20.0,7.960563070039412,1,6,Wednesday,September,0,2014
5.5,1.2265891826634678,1,10,Saturday,December,1,2012
6.0,1.5795913601969926,6,14,Sunday,March,1,2015
6.5,0.5935914893952396,2,21,Tuesday,July,0,2013
6.0,1.699782712218401,1,19,Monday,December,0,2014
6.5,0.9563987834021178,1,17,Saturday,February,1,2011
22.9,5.192630709230276,1,14,Saturday,June,1,2009
15.3,4.758421300880718,2,12,Saturday,November,1,2011
8.0,2.0707191994189666,4,19,Saturday,November,1,2013
10.1,2.1375920198077787,1,8,Saturday,December,1,2011
7.3,2.6685019248845423,3,0,Thursday,March,0,2009
10.9,3.98570669419289,1,12,Sunday,October,1,2010
6.5,1.0051706684097053,1,18,Sunday,January,1,2012
5.0,0.7567098447730458,1,7,Friday,October,0,2013
4.1,0.9937946517215741,1,1,Wednesday,October,0,2009
9.5,2.050781847999265,1,0,Sunday,September,1,2013
10.5,4.992513455635668,3,1,Friday,December,0,2010
9.5,1.4331516958843833,1,20,Tuesday,December,0,2014
5.7,1.2002121842411608,1,16,Saturday,February,1,2011
26.9,11.145182427215286,1,3,Sunday,August,1,2010
7.0,1.6275928898925134,2,22,Friday,July,0,2013
7.3,1.7554613880467633,1,15,Sunday,July,1,2012
5.3,1.7226797352135417,2,9,Tuesday,March,0,2009
8.5,2.5103684929421743,1,23,Thursday,October,0,2012
6.3,0.03857898947735353,1,19,Thursday,October,0,2009
8.0,1.2082170134905832,2,9,Saturday,August,1,2014
3.5,0.8804779909802389,5,11,Sunday,October,1,2012
9.0,2.1563474816555153,1,20,Friday,March,0,2014
6.1,1.97139523974785,1,7,Thursday,April,0,2009
14.9,6.593814978257637,2,13,Friday,February,0,2010
13.7,1.6722209106320916,3,19,Tuesday,July,0,2012
28.94,11.656187548192895,2,16,Saturday,December,1,2014
32.5,16.120218760733138,1,22,Thursday,April,0,2011
6.5,1.2675609357950586,1,10,Tuesday,June,0,2012
4.9,1.2926540330088028,1,13,Wednesday,September,0,2009
13.7,4.964352129213219,3,15,Wednesday,June,0,2011
17.0,6.772585813590111,1,20,Tuesday,March,0,2015
6.5,2.3289762522707744,1,7,Monday,February,0,2009
7.1,1.5161343041059157,1,20,Thursday,January,0,2009
5.3,1.1453580643252972,1,14,Wednesday,October,0,2009
4.5,1.144454549708648,1,19,Saturday,June,1,2010
8.1,2.7553287863416127,1,14,Wednesday,June,0,2010
6.5,2.310565950307236,1,23,Wednesday,August,0,2009
11.3,5.34014420096209,1,9,Wednesday,June,0,2012
9.3,2.529662792352188,1,15,Wednesday,April,0,2012
5.3,1.2409805022124507,1,12,Wednesday,September,0,2011
9.5,2.9129788369034415,1,14,Saturday,January,1,2013
4.5,0.8561692199185241,1,16,Thursday,November,0,2009
22.9,1.4172972004603828,1,19,Thursday,May,0,2012
3.7,0.7278117576882325,1,12,Friday,February,0,2009
10.1,3.0833281893355786,1,11,Wednesday,August,0,2009
3.3,0.2941784798042026,1,4,Monday,August,0,2009
6.9,1.7917962109859404,1,21,Friday,December,0,2009
9.7,2.972680299690466,1,10,Saturday,December,1,2011
14.0,4.685068794054861,1,1,Sunday,October,1,2012
6.5,0.9932186131317761,1,18,Friday,December,0,2009
10.1,3.586152647499996,1,22,Thursday,December,0,2009
8.1,2.472065554925174,2,18,Tuesday,March,0,2009
4.9,0.9820800140692345,1,21,Friday,May,0,2010
8.1,2.2953623675502204,1,13,Monday,October,0,2010
5.0,1.3940553951509995,1,15,Tuesday,November,0,2013
10.0,3.7378092445193,1,3,Sunday,October,1,2012
4.5,0.5861197465800655,1,11,Thursday,November,0,2012
9.0,2.3662320935547143,2,17,Saturday,March,1,2013
24.27,8.558378132732264,1,4,Monday,November,0,2010
10.0,1.796166736113553,1,11,Saturday,May,1,2015
15.0,4.295583608527958,5,18,Saturday,October,1,2013
12.9,4.401699060715296,1,11,Sunday,March,1,2009
5.5,0.9909902459262978,1,2,Friday,March,0,2014
7.5,1.8144824168655986,1,7,Thursday,April,0,2013
9.3,2.0019831102857997,2,14,Tuesday,June,0,2011
9.7,3.584856141512739,1,21,Thursday,March,0,2012
17.3,5.6341544744949985,1,11,Thursday,December,0,2011
9.3,2.7270603665036384,4,12,Sunday,February,1,2011
14.0,2.8816065328819094,2,10,Tuesday,November,0,2014
8.9,4.1364282748282415,1,22,Saturday,March,1,2010
9.3,1.1237537863324618,1,8,Thursday,December,0,2009
13.5,3.5005156007454605,1,21,Monday,November,0,2012
18.27,6.748830869783828,2,6,Sunday,October,1,2010
15.0,4.947319084231662,1,5,Sunday,April,1,2015
12.0,4.554184495532938,1,21,Sunday,September,1,2013
15.5,3.446822598254191,1,18,Sunday,May,1,2013
7.7,1.833600948007924,1,8,Thursday,December,0,2010
5.5,1.8889549619669028,2,6,Thursday,February,0,2013
16.1,7.220201237715044,2,15,Saturday,October,1,2010
6.9,2.0255847477650732,3,20,Thursday,February,0,2011
14.0,4.529579936163645,1,0,Wednesday,July,0,2014
8.0,1.3111837444676757,2,18,Friday,May,0,2014
13.7,6.654896755625525,1,21,Wednesday,August,0,2010
6.5,1.69005745987229,1,0,Wednesday,October,0,2013
4.9,1.1629895792646037,1,16,Sunday,September,1,2011
10.0,1.5568223661483225,4,16,Wednesday,December,0,2013
11.3,3.788827577983615,1,13,Saturday,October,1,2010
4.9,0.9250319880961945,1,14,Friday,June,0,2010
20.9,10.123849219020208,1,22,Tuesday,June,0,2012
16.1,5.975812994311842,1,10,Monday,June,0,2009
7.7,0.910461507320904,1,11,Wednesday,April,0,2011
9.7,1.8468774731178021,2,21,Saturday,February,1,2012
5.5,0.8815462904995056,1,22,Monday,December,0,2013
5.3,1.4307914501041301,1,16,Tuesday,January,0,2010
3.7,0.9347441937392325,1,4,Sunday,February,1,2012
5.7,1.714029794864178,1,14,Friday,December,0,2010
14.9,6.162492048980359,1,18,Saturday,March,1,2012
7.5,1.0437962695974226,1,16,Friday,December,0,2013
8.9,1.9176924970835536,5,17,Sunday,March,1,2009
8.5,2.7687734581836976,5,23,Thursday,March,0,2011
11.7,4.785517985927572,1,0,Saturday,February,1,2012
8.1,2.3717877124805664,1,3,Sunday,September,1,2011
12.9,5.82681319077146,3,19,Tuesday,December,0,2010
9.5,0.8814447531690259,1,9,Tuesday,January,0,2014
10.9,2.681473343365376,1,17,Thursday,May,0,2012
4.0,0.4900252919911115,2,0,Tuesday,October,0,2014
6.0,1.0949887093975752,1,9,Friday,February,0,2014
25.05,7.300104071066966,5,15,Sunday,February,1,2009
27.33,6.341809867713707,1,6,Wednesday,September,0,2013
4.1,1.2002936940893851,1,16,Sunday,May,1,2011
11.3,2.1980868409496868,1,12,Thursday,November,0,2011
23.0,7.90974669646836,1,19,Monday,May,0,2013
6.9,1.3748777020851777,1,10,Tuesday,July,0,2011
11.7,4.672313915945499,1,23,Tuesday,December,0,2009
57.33,21.82535771299013,1,9,Monday,September,0,2013
12.0,3.9411198179865465,2,16,Friday,April,0,2014
5.3,1.0000506847981592,1,9,Wednesday,January,0,2010
13.5,3.362659237471755,5,12,Sunday,April,1,2013
